Domain,Job Title,Leadership,Communication,Teamwork,Problem Solving,Creativity,Adaptability,Work Ethic,Time Management,Interpersonal Skills,Attention to Detail,Initiative,Analytical Thinking,Emotional Intelligence,Integrity,Resilience,Cultural Awareness,Programming Languages,Technical Skills,Office Tools,Job Description
CONSULTANT,CONSTRUCTION CONSULTANT,0,0,2,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,"Experience in the organization culminated as a store owner and operator. , State Wrote and unified entire company wide inventory control system. Business and Civil Engineering Steve Knowles Kodiak Energy Consulting, LLC - Vice President of Operations Skills budgets, budget, Consulting, customer service, driving, fast, hiring, inventory, inventory control, logging, logistics, materials, Microsoft Office Suite, needs assessment, negotiating, personnel, procurement, project management, purchasing, quality assurance, safety, sales, scheduling, self- motivated, managing suppliers, troubleshoot, verbal communication skills, excellent written"
CONSULTANT,Qualifications,2,2,3,3,0,1,0,3,0,2,0,1,0,0,0,0,0,0,3,"Qualifications Microsoft Office Specialist, Symantec Endpoint Protection, Symantec Backup Exec., A+, Network+; Expert use of Service Management software & tools; Ability to learn new skills quickly; Solving complex PC, Network, Software issues; Software distribution automation; Software compliance audit & remediation; IT asset tracking & inventory audit; system security administration; support fortune 500 business users with level 1, 2, and 3 incidents; member of high priority technology project teams; install, move, add, change PC's, Network, and Voice communications; Coordination with critical 3rd party service providers - ACS/Xerox, Cognizant, Avaya, IBM, Verizon, AT&T; Ability to develop detailed technical instructions and processes; Ability to organize during periods of competing priorities; Communicate well with all levels of management; DCJS; AMAG Access Control Systems; Code Blue Systems; Access IT Universal - RS2 Technologies; VMWARE Administrator; Microsoft Office 97, 2000, XP, 2003, 2007, 2010, and 2013 - Proficient with Microsoft Word, Excel, Access, Project, and Visio; Proficient use of Citrix, VMware, Big Fix, Tivoli, Avaya Intuity, Shoretel, Novell, Windows 7, ZENworks, Full Disk Encryption, Cyber Security, JAMF - Casper Suite, Remedy, Service Center, Service Now Work Experience IT Consultant ï¼​ 12/2009 Migrated 900+ end user computers & networks to new Richmond, VA headquarters; Duties included preparation of equipment, telephony diagnostic, and testing of network devices including server, tape libraries, and switches; Perform weekly on-call rotation, with 24/7 hour response to urgent incidents affecting supported location; Troubleshoot user submitted tickets ITIL, Remedy, Team Track help desk management software packages; Deployed systems to end users as older systems are replaced, PC life cycle management and refresh; Creating/deleting/modifying/configuring users, mailbox, distribution list, and public folders, using Lotus Notes 6.5 and Microsoft Outlook; Assist user in support and installation of software for proprietary and standard hardware configurations; Assist with network connectivity problems involving VPN, LAN, WAN connections; Maintain inventory data, including on-hand stock, disposal, and new equipment orders; Support enterprise mobile devices for corporation, utilizing Blackberry Enterprise Server; Execute mass user relocation and IMAC projects; Service Level Agreement & Incident Report development. , State Personal Information https://www.linkedin.com/pub/ Skills A+, Active Directory, auditing, automation, Avaya, Backup Exec, budget, cables, CD-ROM, change-management, Citrix, hardware, Encryption, Dell, designing, hard drives, help desk, HP, IBM, IMAC, Inventory, ITIL, LAN, Lotus Notes 6.5, managing, Access, Excel, Microsoft Office 97, Microsoft Office Specialist, Microsoft Outlook, Windows 7, 2000, Windows XP, Microsoft Word, Enterprise, Network, networking, networks, Novell, Operating System, PC's, printer, processes, reporting, Research, Service Level Agreement, strategic, switches, Symantec, System Administrator, telephony, Tivoli, Troubleshoot, Troubleshooting, Visio, Voice communications, VPN, WAN, Website design, ZENworks Additional Information https://www.linkedin.com/pub/ /8/50/41b"
AGRICULTURE,PATIENT ACCESS REP,2,0,2,3,0,0,3,1,2,0,0,0,0,2,2,0,0,0,3,"Expertise includes systems applications, technical helpdesk experience, information protection analysis, On-call experiences and troubleshooting in distributed multi- tier environments. Domain system at FMOL Health System combined Worked with the Epic software Go-Live team to troubleshoot Acted as the lead Application Analyst for LSU Medical Science Experience Patient Access Rep Adobe Dreamweaver, Skills monitoring daily production runs, for technical support, (i.e., disc backups, database verifications,statistics reports."
AGRICULTURE,ADMINISTRATION OFFICE ASSISTANT,3,0,0,2,0,1,0,3,0,0,1,1,0,0,0,0,0,0,3,"Highlights Communication: Speaks effectively, articulate, concise, listens attentively, can think on my feet, feels confident talking to people, persuades others, provides feedbacks, openly expresses ideas Interpersonal: Motivates others, understands others, works well with others, supportive, cooperative, counsels, and accepts responsibility Management: Leads others, makes decisions, takes charge or initiative, can teach or mentor others Organizational: Punctual, multi-task, meets deadlines, sets goals, manages projects Computer: Mastery of Microsoft Office Programs (Excel, Word, PowerPoint, Outlook), Ability to work with several operating systems Attention to Detail: Produces work that is neat and attractive, ensures that tasks are all done Flexible: Willing to try new things, able to work on schedule, interested in improving efficiency on any task Calm under pressure Decisive Curriculum development Organizational development knowledge Member of Portland Helping Hands and Family Homeless Shelter Accomplishments Rota High School, 2009-2013: Class Valedictorian, National Honor Society President, Youth Advisory President, Anti-Bullying Campaign President, Take Action Youth Advocacy Member, Junior Achievement Program Public Relations Officer, Army JROTC Company Commander, Won Most Outstanding Female Graduate, and Leadership Award Founded and led a comprehensive after school enrichment program at Rota Elementary School: ""The Reading Bridge Project"" University of Portland Student, Class of 2017. Led 3 Summer Camp Programs, and student teach in 3 schools at the Portland District Experience Administration Office Assistant Assisted clubs and organizations for sponsored activities volunteering opportunities EducationHigh School Diploma"
AGRICULTURE,FINANCIAL SALES CONSULTANT,3,2,2,3,0,0,2,3,2,0,1,1,2,0,0,1,0,0,0,"Core Qualifications Written Communications, Media Relation, Planning, Secondary Research, Promoting, Marketing, Public Relation, Event Coordination , Typing (70wpm), Campaign Management,Press Kit Construction, Copy Editing, New Media, NMLS certified Interests Phi Beta Sigma Fraternity, Inc. Alpha Chapter, Social Chair and Fundraising Co-Chair;Youth Activism Leader; NCCJ Lead for Diversity Counselor, Landlord over rental properties Skills Team mediation, Budget Management, Delegation expert with a focus on results and team growth Additional Information Experience Financial Sales Consultant , State Prior to my employment the office had gone 9 months without receiving a satisfactory customer service score, but since being employed the office has seen a 7 month streak of above satisfactory customer service scores. Personally responsible for increasing revenue per car from $769.32 in 2011 to $910.32 in 2012 upon 5 month review Managed a small car prep team and led my region in car cleanliness and customer approval score Responsible for educating renters on car safety and the importance of limiting financial risk by showing them the importance and benefits of Enterprise coverage Led weekly regional conference calls in which goals, promotions, Night Auditor"
AGRICULTURE,RN STAFF NURSE,2,0,3,0,0,1,0,3,2,0,0,1,0,0,0,0,0,0,0,"Knowledge of care levels including SNF, ECF, ICF, ALF, rehab and hospice. Ability to navigate electronic medical records and effectively utilize basic computer programs. Provide compassionate and effective communication to family members in times of crisis."
AGRICULTURE,GRADUATE RESEARCH ASSISTANT,0,0,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,"Developed management program for the Beet Army Worm (Spodoptera exigua ) and monitoring of farms in affected parishes. , Jamaica Affiliations Entomological Society of America (ESA) Florida Entomological Society Florida Agricultural & Mechanical University ESA debate team Minorities in Agriculture, Natural Resources and Related Sciences (MANNRS) Awards & Publications Reuben Capelouto Foundation and William L.Peters Memorial scholarship awardee 2013-2014 2014. Developing a Biological Control Measure for the Management of an Invasive Scale Insect, Phalacrococcus howertoni"
AGRICULTURE,BUDGET ANALYST SERIES 0560,3,2,0,3,0,1,0,3,0,3,0,3,0,0,0,0,0,0,3,"Handle complex issues on unknown budget requirements, providing in-depth evaluations and provide executive leadership team assistance in making sound business decisions. Lead presentations to the higher Headquarters General Officer on status of funds, civilian training, and delinquent government visa accounts. Supervisor: Constance Weis Affiliations 2015-2016 Federal Outreach Leadership Development (FOLD) Program Skills (Microsoft Office) Word/Outlook/ Excel/Power Point Education High School Diploma"
AGRICULTURE,EDUCATION OFFICER & SENIOR EDUCATION OFFICER GUIDANCE & COUNSELING UNIT,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,We also established a crisis team that assists with grief and disaster counseling. This proved to be very successful but the need for expansion was necessary. These concerns were address and suggestions recommended on how to best assist our students.
AGRICULTURE,FINANCIAL INSTITUTION EXAMINER,0,0,2,2,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,"Ensure that financial information is timely, complete, and enable management to accurately measure for compliance with performance covenants. 2014) - FDIC Safety and Soundness Technical Evaluation STAR Award (Oct. 2014) - Strong teamwork, technical knowledge, and high-quality contributions to loan review team at examination of a troubled institution, including identifying loan downgrades STAR Award (Jul. Government & Politics cum laude 2nd Place Team -Wikler Finance Case Competition (2008), Dean's Academic Scholar (2010) Skills accounting, Basic, Bloomberg, C, charts, Credit, credit risk, documentation, senior management, financial, Analyze financial statements, financial statements, Focus, funds, law, regulatory compliance, meetings, MS Excel, MS Office, PowerPoint, new construction, Oct, pivot tables, presentations, quality, QuickBooks, repairs, assess risk, Risk Management, Safety, SPSS, Supervision, tax returns, teamwork, training material, underwriting"
